type,source_tier,inferred_name,folder,ext,era_hints,culture_hints,path
other,caveman2cosmos,peanutplantation,art,.dds,,,Art/Caveman2Cosmos/art/crops/art/peanutplantation.dds
other,caveman2cosmos,pearorchard,art,.dds,,,Art/Caveman2Cosmos/art/crops/art/pearorchard.dds
other,caveman2cosmos,pecangrove,art,.dds,,,Art/Caveman2Cosmos/art/crops/art/pecangrove.dds
other,caveman2cosmos,persimmonorchard,art,.dds,,,Art/Caveman2Cosmos/art/crops/art/persimmonorchard.dds
other,caveman2cosmos,peyoteplantation,art,.dds,,,Art/Caveman2Cosmos/art/crops/art/peyoteplantation.dds
other,caveman2cosmos,pineappleplantation,art,.dds,,,Art/Caveman2Cosmos/art/crops/art/pineappleplantation.dds
other,caveman2cosmos,pinemushroom,art,.dds,,,Art/Caveman2Cosmos/art/crops/art/pinemushroom.dds
other,caveman2cosmos,pinenutgrove,art,.dds,,,Art/Caveman2Cosmos/art/crops/art/pinenutgrove.dds
other,caveman2cosmos,pistachiogrove,art,.dds,,,Art/Caveman2Cosmos/art/crops/art/pistachiogrove.dds
other,caveman2cosmos,pitayaorchard,art,.dds,,,Art/Caveman2Cosmos/art/crops/art/pitayaorchard.dds
other,caveman2cosmos,plantainplantation,art,.dds,,,Art/Caveman2Cosmos/art/crops/art/plantainplantation.dds
other,caveman2cosmos,plumorchard,art,.dds,,,Art/Caveman2Cosmos/art/crops/art/plumorchard.dds
other,caveman2cosmos,pomegranateorchard,art,.dds,,,Art/Caveman2Cosmos/art/crops/art/pomegranateorchard.dds
other,caveman2cosmos,poppyplantation,art,.dds,,,Art/Caveman2Cosmos/art/crops/art/poppyplantation.dds
other,caveman2cosmos,portobellomushroom,art,.dds,,,Art/Caveman2Cosmos/art/crops/art/portobellomushroom.dds
other,caveman2cosmos,potatofarm,art,.dds,,,Art/Caveman2Cosmos/art/crops/art/potatofarm.dds
other,caveman2cosmos,pumpkinfarm,art,.dds,,,Art/Caveman2Cosmos/art/crops/art/pumpkinfarm.dds
other,caveman2cosmos,quinoafarm,art,.dds,,,Art/Caveman2Cosmos/art/crops/art/quinoafarm.dds
other,caveman2cosmos,radishfarm,art,.dds,,,Art/Caveman2Cosmos/art/crops/art/radishfarm.dds
other,caveman2cosmos,raspberryfarm,art,.dds,,,Art/Caveman2Cosmos/art/crops/art/raspberryfarm.dds
other,caveman2cosmos,rattangrove,art,.dds,,asian,Art/Caveman2Cosmos/art/crops/art/rattangrove.dds
other,caveman2cosmos,resingrove,art,.dds,,,Art/Caveman2Cosmos/art/crops/art/resingrove.dds
other,caveman2cosmos,rhubarbfarm,art,.dds,,,Art/Caveman2Cosmos/art/crops/art/rhubarbfarm.dds
other,caveman2cosmos,ricegatherer,art,.dds,,,Art/Caveman2Cosmos/art/crops/art/ricegatherer.dds
other,caveman2cosmos,ricepaddy,art,.dds,,,Art/Caveman2Cosmos/art/crops/art/ricepaddy.dds
other,caveman2cosmos,riceterrace,art,.dds,,,Art/Caveman2Cosmos/art/crops/art/riceterrace.dds
other,caveman2cosmos,rosefarm,art,.dds,,,Art/Caveman2Cosmos/art/crops/art/rosefarm.dds
other,caveman2cosmos,rubberplantation,art,.dds,,,Art/Caveman2Cosmos/art/crops/art/rubberplantation.dds
other,caveman2cosmos,rutabagafarm,art,.dds,,,Art/Caveman2Cosmos/art/crops/art/rutabagafarm.dds
other,caveman2cosmos,ryefarm,art,.dds,,,Art/Caveman2Cosmos/art/crops/art/ryefarm.dds
other,caveman2cosmos,saffronplantation,art,.dds,,,Art/Caveman2Cosmos/art/crops/art/saffronplantation.dds
other,caveman2cosmos,sapoteorchard,art,.dds,,,Art/Caveman2Cosmos/art/crops/art/sapoteorchard.dds
other,caveman2cosmos,sassafrasgrove,art,.dds,,,Art/Caveman2Cosmos/art/crops/art/sassafrasgrove.dds
other,caveman2cosmos,seaweedfarm,art,.dds,,,Art/Caveman2Cosmos/art/crops/art/seaweedfarm.dds
other,caveman2cosmos,sesamefarm,art,.dds,,,Art/Caveman2Cosmos/art/crops/art/sesamefarm.dds
other,caveman2cosmos,shaggyparasolmushroom,art,.dds,,,Art/Caveman2Cosmos/art/crops/art/shaggyparasolmushroom.dds
other,caveman2cosmos,shiitakemushroom,art,.dds,,,Art/Caveman2Cosmos/art/crops/art/shiitakemushroom.dds
other,caveman2cosmos,shimejimushroom,art,.dds,,,Art/Caveman2Cosmos/art/crops/art/shimejimushroom.dds
other,caveman2cosmos,silkfarm,art,.dds,,,Art/Caveman2Cosmos/art/crops/art/silkfarm.dds
other,caveman2cosmos,snapdragonfarm,art,.dds,,,Art/Caveman2Cosmos/art/crops/art/snapdragonfarm.dds
other,caveman2cosmos,snowfungus,art,.dds,,,Art/Caveman2Cosmos/art/crops/art/snowfungus.dds
other,caveman2cosmos,sorghumfarm,art,.dds,,,Art/Caveman2Cosmos/art/crops/art/sorghumfarm.dds
other,caveman2cosmos,soyfarm,art,.dds,,,Art/Caveman2Cosmos/art/crops/art/soyfarm.dds
other,caveman2cosmos,spiceplantation,art,.dds,,,Art/Caveman2Cosmos/art/crops/art/spiceplantation.dds
other,caveman2cosmos,spinachfarm,art,.dds,,,Art/Caveman2Cosmos/art/crops/art/spinachfarm.dds
other,caveman2cosmos,squashfarm,art,.dds,,,Art/Caveman2Cosmos/art/crops/art/squashfarm.dds
other,caveman2cosmos,starfruitorchard,art,.dds,,,Art/Caveman2Cosmos/art/crops/art/starfruitorchard.dds
other,caveman2cosmos,strawberryfarm,art,.dds,,,Art/Caveman2Cosmos/art/crops/art/strawberryfarm.dds
other,caveman2cosmos,sugarplantation,art,.dds,,,Art/Caveman2Cosmos/art/crops/art/sugarplantation.dds
other,caveman2cosmos,sunflowerfarm,art,.dds,,,Art/Caveman2Cosmos/art/crops/art/sunflowerfarm.dds
other,caveman2cosmos,sweetpotatofarm,art,.dds,,,Art/Caveman2Cosmos/art/crops/art/sweetpotatofarm.dds
other,caveman2cosmos,tangerineorchard,art,.dds,,asian,Art/Caveman2Cosmos/art/crops/art/tangerineorchard.dds
other,caveman2cosmos,taroplantation,art,.dds,,,Art/Caveman2Cosmos/art/crops/art/taroplantation.dds
other,caveman2cosmos,teaplantation,art,.dds,,,Art/Caveman2Cosmos/art/crops/art/teaplantation.dds
other,caveman2cosmos,timbergrove,art,.dds,,,Art/Caveman2Cosmos/art/crops/art/timbergrove.dds
other,caveman2cosmos,tobaccoplantation,art,.dds,,,Art/Caveman2Cosmos/art/crops/art/tobaccoplantation.dds
other,caveman2cosmos,tomatillofarm,art,.dds,,,Art/Caveman2Cosmos/art/crops/art/tomatillofarm.dds
other,caveman2cosmos,tomatofarm,art,.dds,,,Art/Caveman2Cosmos/art/crops/art/tomatofarm.dds
other,caveman2cosmos,tulipfarm,art,.dds,,,Art/Caveman2Cosmos/art/crops/art/tulipfarm.dds
other,caveman2cosmos,vanillaplantation,art,.dds,,,Art/Caveman2Cosmos/art/crops/art/vanillaplantation.dds
other,caveman2cosmos,vineyard,art,.dds,,,Art/Caveman2Cosmos/art/crops/art/vineyard.dds
other,caveman2cosmos,violetfarm,art,.dds,,,Art/Caveman2Cosmos/art/crops/art/violetfarm.dds
other,caveman2cosmos,walnutgrove,art,.dds,,,Art/Caveman2Cosmos/art/crops/art/walnutgrove.dds
other,caveman2cosmos,wasabifarm,art,.dds,,,Art/Caveman2Cosmos/art/crops/art/wasabifarm.dds
other,caveman2cosmos,watermelonfarm,art,.dds,,,Art/Caveman2Cosmos/art/crops/art/watermelonfarm.dds
other,caveman2cosmos,wheatfarm,art,.dds,,,Art/Caveman2Cosmos/art/crops/art/wheatfarm.dds
other,caveman2cosmos,wheatgatherer,art,.dds,,,Art/Caveman2Cosmos/art/crops/art/wheatgatherer.dds
other,caveman2cosmos,whitetruffle,art,.dds,,,Art/Caveman2Cosmos/art/crops/art/whitetruffle.dds
other,caveman2cosmos,zucchinifarm,art,.dds,,,Art/Caveman2Cosmos/art/crops/art/zucchinifarm.dds
other,caveman2cosmos,cryptologycenter,art,.dds,,,Art/Caveman2Cosmos/art/cryptologycenter.dds
other,caveman2cosmos,crystalpunk,art,.dds,,,Art/Caveman2Cosmos/art/crystalpunk.dds
other,caveman2cosmos,cultural heritage atlas,art,.dds,,,Art/Caveman2Cosmos/art/cultural_heritage_atlas.dds
other,caveman2cosmos,akavai,culture,.dds,,,Art/Caveman2Cosmos/art/culture/akavai.dds
other,caveman2cosmos,righteous army,culture,.dds,,,Art/Caveman2Cosmos/art/culture/righteous_army.dds
other,caveman2cosmos,tlaxcaltec,culture,.dds,,,Art/Caveman2Cosmos/art/culture/tlaxcaltec.dds
other,caveman2cosmos,aborigines,aborigines,.dds,,,Art/Caveman2Cosmos/art/custom_civilizations/aborigines/aborigines.dds
other,caveman2cosmos,flagdecal aborigines,aborigines,.dds,,,Art/Caveman2Cosmos/art/custom_civilizations/aborigines/flagdecal_aborigines.dds
other,caveman2cosmos,yagan,yagan,.dds,,,Art/Caveman2Cosmos/art/custom_civilizations/aborigines/yagan/yagan.dds
other,caveman2cosmos,yagan b,yagan,.dds,,,Art/Caveman2Cosmos/art/custom_civilizations/aborigines/yagan/yagan_b.dds
other,caveman2cosmos,yunupingu,yunupingu,.dds,,,Art/Caveman2Cosmos/art/custom_civilizations/aborigines/yunupingu/yunupingu.dds
other,caveman2cosmos,yunupingusmall,yunupingu,.dds,,,Art/Caveman2Cosmos/art/custom_civilizations/aborigines/yunupingu/yunupingusmall.dds
other,caveman2cosmos,brazil,brazil,.dds,,,Art/Caveman2Cosmos/art/custom_civilizations/brazil/brazil.dds
other,caveman2cosmos,flagdecal brazil,brazil,.dds,,,Art/Caveman2Cosmos/art/custom_civilizations/brazil/flagdecal_brazil.dds
other,caveman2cosmos,dom pedro,pedro,.dds,,,Art/Caveman2Cosmos/art/custom_civilizations/brazil/pedro/dom pedro.dds
other,caveman2cosmos,pedro,pedro,.dds,,,Art/Caveman2Cosmos/art/custom_civilizations/brazil/pedro/pedro.dds
other,caveman2cosmos,flagdecal israel,flags,.dds,,,Art/Caveman2Cosmos/art/custom_civilizations/israel/flags/flagdecal_israel.dds
other,caveman2cosmos,israeli small,flags,.dds,,,Art/Caveman2Cosmos/art/custom_civilizations/israel/flags/israeli_small.dds
other,caveman2cosmos,ben gurion,leaders,.dds,,,Art/Caveman2Cosmos/art/custom_civilizations/israel/leaders/ben_gurion.dds
other,caveman2cosmos,ben gurion small,leaders,.dds,,,Art/Caveman2Cosmos/art/custom_civilizations/israel/leaders/ben_gurion_small.dds
other,caveman2cosmos,david,leaders,.dds,,,Art/Caveman2Cosmos/art/custom_civilizations/israel/leaders/david.dds
other,caveman2cosmos,david small,leaders,.dds,,,Art/Caveman2Cosmos/art/custom_civilizations/israel/leaders/david_small.dds
other,caveman2cosmos,solomon,leaders,.dds,,,Art/Caveman2Cosmos/art/custom_civilizations/israel/leaders/solomon.dds
other,caveman2cosmos,solomon small,leaders,.dds,,,Art/Caveman2Cosmos/art/custom_civilizations/israel/leaders/solomon_small.dds
other,caveman2cosmos,flagdecal jivaro,jivaro,.dds,,,Art/Caveman2Cosmos/art/custom_civilizations/jivaro/flagdecal_jivaro.dds
other,caveman2cosmos,jivaro,jivaro,.dds,,,Art/Caveman2Cosmos/art/custom_civilizations/jivaro/jivaro.dds
other,caveman2cosmos,hh,leaders,.dds,,,Art/Caveman2Cosmos/art/custom_civilizations/jivaro/leaders/hh.dds
other,caveman2cosmos,smoke,leaders,.dds,,,Art/Caveman2Cosmos/art/custom_civilizations/jivaro/leaders/smoke.dds
other,caveman2cosmos,flagdecal maori,maori,.dds,,,Art/Caveman2Cosmos/art/custom_civilizations/maori/flagdecal_maori.dds
other,caveman2cosmos,heke,heke,.dds,,,Art/Caveman2Cosmos/art/custom_civilizations/maori/heke/heke.dds
other,caveman2cosmos,heke lh,heke,.dds,,,Art/Caveman2Cosmos/art/custom_civilizations/maori/heke/heke_lh.dds
other,caveman2cosmos,maori,maori,.dds,,,Art/Caveman2Cosmos/art/custom_civilizations/maori/maori.dds
other,caveman2cosmos,an hobbit,city,.nif,,,Art/Caveman2Cosmos/art/custom_civilizations/neanderthal/city/an_hobbit.nif
other,caveman2cosmos,h an shadow,city,.dds,,,Art/Caveman2Cosmos/art/custom_civilizations/neanderthal/city/h_an_shadow.dds
other,caveman2cosmos,perian an b,city,.dds,,,Art/Caveman2Cosmos/art/custom_civilizations/neanderthal/city/perian_an_b.dds
other,caveman2cosmos,flagdecal neanderthal empire,flags,.dds,,,Art/Caveman2Cosmos/art/custom_civilizations/neanderthal/flags/flagdecal_neanderthal_empire.dds
other,caveman2cosmos,neanderthal empire,flags,.dds,,,Art/Caveman2Cosmos/art/custom_civilizations/neanderthal/flags/neanderthal_empire.dds
other,caveman2cosmos,neanderthal,wrub,.dds,,,Art/Caveman2Cosmos/art/custom_civilizations/neanderthal/leaders/wrub/neanderthal.dds
other,caveman2cosmos,neanderthalbutton,wrub,.dds,,,Art/Caveman2Cosmos/art/custom_civilizations/neanderthal/leaders/wrub/neanderthalbutton.dds
other,caveman2cosmos,flagdecal polynesia,polynesia,.dds,,,Art/Caveman2Cosmos/art/custom_civilizations/polynesia/flagdecal_polynesia.dds
other,caveman2cosmos,kamehameha,kamehameha,.dds,,,Art/Caveman2Cosmos/art/custom_civilizations/polynesia/kamehameha/kamehameha.dds
other,caveman2cosmos,kamehameha b,kamehameha,.dds,,,Art/Caveman2Cosmos/art/custom_civilizations/polynesia/kamehameha/kamehameha_b.dds
other,caveman2cosmos,kamehameha i,kamehameha,.dds,,,Art/Caveman2Cosmos/art/custom_civilizations/polynesia/kamehameha/kamehameha_i.dds
other,caveman2cosmos,polynesia,polynesia,.dds,,,Art/Caveman2Cosmos/art/custom_civilizations/polynesia/polynesia.dds
other,caveman2cosmos,sal b,salamasina,.dds,,,Art/Caveman2Cosmos/art/custom_civilizations/polynesia/salamasina/sal_b.dds
other,caveman2cosmos,salamasina,salamasina,.dds,,,Art/Caveman2Cosmos/art/custom_civilizations/polynesia/salamasina/salamasina.dds
other,caveman2cosmos,cunhambebe,cunhambebe,.dds,,,Art/Caveman2Cosmos/art/custom_civilizations/tupi/cunhambebe/cunhambebe.dds
other,caveman2cosmos,cunhambebe btn,cunhambebe,.dds,,,Art/Caveman2Cosmos/art/custom_civilizations/tupi/cunhambebe/cunhambebe_btn.dds
other,caveman2cosmos,flagdecal tupi,tupi,.dds,,,Art/Caveman2Cosmos/art/custom_civilizations/tupi/flagdecal_tupi.dds
other,caveman2cosmos,tupi,tupi,.dds,,,Art/Caveman2Cosmos/art/custom_civilizations/tupi/tupi.dds
other,caveman2cosmos,acorn,cutscene,.dds,,,Art/Caveman2Cosmos/art/cutscene/acorn.dds
other,caveman2cosmos,andean generic found,cutscene,.nif,,,Art/Caveman2Cosmos/art/cutscene/andean_generic_found.nif
other,caveman2cosmos,andean paper diffuse,cutscene,.dds,,,Art/Caveman2Cosmos/art/cutscene/andean_paper_diffuse.dds
other,caveman2cosmos,bahai generic found,cutscene,.nif,,,Art/Caveman2Cosmos/art/cutscene/bahai_generic_found.nif
other,caveman2cosmos,bahai paper diffuse,cutscene,.dds,,,Art/Caveman2Cosmos/art/cutscene/bahai_paper_diffuse.dds
other,caveman2cosmos,buddha env,cutscene,.dds,,,Art/Caveman2Cosmos/art/cutscene/buddha_env.dds
other,caveman2cosmos,empty,canaanism,.dds,,,Art/Caveman2Cosmos/art/cutscene/canaanism/empty.dds
other,caveman2cosmos,canaanism generic found,cutscene,.nif,,,Art/Caveman2Cosmos/art/cutscene/canaanism_generic_found.nif
other,caveman2cosmos,canaanism paper diffuse,cutscene,.dds,,,Art/Caveman2Cosmos/art/cutscene/canaanism_paper_diffuse.dds
other,caveman2cosmos,druid shrine,druid,.dds,,,Art/Caveman2Cosmos/art/cutscene/druid/druid_shrine.dds
other,caveman2cosmos,druid generic found,cutscene,.nif,,,Art/Caveman2Cosmos/art/cutscene/druid_generic_found.nif
other,caveman2cosmos,druid paper diffuse,cutscene,.dds,,,Art/Caveman2Cosmos/art/cutscene/druid_paper_diffuse.dds
other,caveman2cosmos,druid scene hin 1024,cutscene,.dds,,,Art/Caveman2Cosmos/art/cutscene/druid_scene_hin_1024.dds
other,caveman2cosmos,egyptian found,cutscene,.nif,ancient,middle_eastern,Art/Caveman2Cosmos/art/cutscene/egyptian_found.nif
other,caveman2cosmos,environment fx gold,cutscene,.dds,,,Art/Caveman2Cosmos/art/cutscene/environment_fx_gold.dds
other,caveman2cosmos,fara08,cutscene,.dds,,,Art/Caveman2Cosmos/art/cutscene/fara08.dds
other,caveman2cosmos,generic found,cutscene,.nif,,,Art/Caveman2Cosmos/art/cutscene/generic_found.nif
other,caveman2cosmos,greek found,cutscene,.nif,ancient,european,Art/Caveman2Cosmos/art/cutscene/greek_found.nif
other,caveman2cosmos,gomateshvara,jainism,.dds,,,Art/Caveman2Cosmos/art/cutscene/jainism/gomateshvara.dds
other,caveman2cosmos,jainism generic found,cutscene,.nif,,,Art/Caveman2Cosmos/art/cutscene/jainism_generic_found.nif
other,caveman2cosmos,jainism paper diffuse,cutscene,.dds,,,Art/Caveman2Cosmos/art/cutscene/jainism_paper_diffuse.dds
other,caveman2cosmos,leaves,cutscene,.dds,,,Art/Caveman2Cosmos/art/cutscene/leaves.dds
other,caveman2cosmos,leaves2,cutscene,.dds,,,Art/Caveman2Cosmos/art/cutscene/leaves2.dds
other,caveman2cosmos,leaves3,cutscene,.dds,,,Art/Caveman2Cosmos/art/cutscene/leaves3.dds
other,caveman2cosmos,mesopotamian generic found,cutscene,.nif,,,Art/Caveman2Cosmos/art/cutscene/mesopotamian_generic_found.nif
other,caveman2cosmos,mesopotamian paper diffuse,cutscene,.dds,,,Art/Caveman2Cosmos/art/cutscene/mesopotamian_paper_diffuse.dds
other,caveman2cosmos,mormon generic found,cutscene,.nif,,,Art/Caveman2Cosmos/art/cutscene/mormon_generic_found.nif
other,caveman2cosmos,mormon paper diffuse,cutscene,.dds,,,Art/Caveman2Cosmos/art/cutscene/mormon_paper_diffuse.dds
other,caveman2cosmos,altar,nagualismo,.dds,,,Art/Caveman2Cosmos/art/cutscene/nagualismo/altar.dds
other,caveman2cosmos,artifacts 1024,nagualismo,.dds,,,Art/Caveman2Cosmos/art/cutscene/nagualismo/artifacts_1024.dds
other,caveman2cosmos,artifacts gloss 1024,nagualismo,.dds,,,Art/Caveman2Cosmos/art/cutscene/nagualismo/artifacts_gloss_1024.dds
other,caveman2cosmos,calendar,nagualismo,.dds,,,Art/Caveman2Cosmos/art/cutscene/nagualismo/calendar.dds
other,caveman2cosmos,calendar gloss,nagualismo,.dds,,,Art/Caveman2Cosmos/art/cutscene/nagualismo/calendar_gloss.dds
other,caveman2cosmos,heart,nagualismo,.dds,,,Art/Caveman2Cosmos/art/cutscene/nagualismo/heart.dds
other,caveman2cosmos,mes found,nagualismo,.nif,,,Art/Caveman2Cosmos/art/cutscene/nagualismo/mes_found.nif
other,caveman2cosmos,pattern,nagualismo,.dds,,,Art/Caveman2Cosmos/art/cutscene/nagualismo/pattern.dds
other,caveman2cosmos,wallandfloor 1024,nagualismo,.dds,,,Art/Caveman2Cosmos/art/cutscene/nagualismo/wallandfloor_1024.dds
other,caveman2cosmos,ngai generic found,cutscene,.nif,,,Art/Caveman2Cosmos/art/cutscene/ngai_generic_found.nif
other,caveman2cosmos,ngai paper diffuse,cutscene,.dds,,,Art/Caveman2Cosmos/art/cutscene/ngai_paper_diffuse.dds
other,caveman2cosmos,nor found,cutscene,.nif,,,Art/Caveman2Cosmos/art/cutscene/nor_found.nif
other,caveman2cosmos,paper diffuse,cutscene,.dds,,,Art/Caveman2Cosmos/art/cutscene/paper_diffuse.dds
other,caveman2cosmos,props diff,cutscene,.dds,,,Art/Caveman2Cosmos/art/cutscene/props_diff.dds
other,caveman2cosmos,props env msk,cutscene,.dds,,,Art/Caveman2Cosmos/art/cutscene/props_env_msk.dds
other,caveman2cosmos,props nrml,cutscene,.dds,,,Art/Caveman2Cosmos/art/cutscene/props_nrml.dds
other,caveman2cosmos,props spec,cutscene,.dds,,,Art/Caveman2Cosmos/art/cutscene/props_spec.dds
other,caveman2cosmos,pyramid shadowmap,cutscene,.dds,,,Art/Caveman2Cosmos/art/cutscene/pyramid-shadowmap.dds
other,caveman2cosmos,pyramids map,cutscene,.dds,,,Art/Caveman2Cosmos/art/cutscene/pyramids_map.dds
other,caveman2cosmos,ragnar diff,cutscene,.dds,,,Art/Caveman2Cosmos/art/cutscene/ragnar_diff.dds
other,caveman2cosmos,ragnar envmask,cutscene,.dds,,,Art/Caveman2Cosmos/art/cutscene/ragnar_envmask.dds
other,caveman2cosmos,ragnar metal env,cutscene,.dds,,,Art/Caveman2Cosmos/art/cutscene/ragnar_metal_env.dds
other,caveman2cosmos,ragnar nonshader,cutscene,.dds,,,Art/Caveman2Cosmos/art/cutscene/ragnar_nonshader.dds
other,caveman2cosmos,ragnar nrml,cutscene,.dds,,,Art/Caveman2Cosmos/art/cutscene/ragnar_nrml.dds
other,caveman2cosmos,ragnar scene nor 1024,cutscene,.dds,,,Art/Caveman2Cosmos/art/cutscene/ragnar_scene_nor_1024.dds
other,caveman2cosmos,ragnar spec,cutscene,.dds,,,Art/Caveman2Cosmos/art/cutscene/ragnar_spec.dds
other,caveman2cosmos,rodnovery generic found,cutscene,.nif,,,Art/Caveman2Cosmos/art/cutscene/rodnovery_generic_found.nif
other,caveman2cosmos,rodnovery paper diffuse,cutscene,.dds,,,Art/Caveman2Cosmos/art/cutscene/rodnovery_paper_diffuse.dds
other,caveman2cosmos,rodnovery scene hin 1024,cutscene,.dds,,,Art/Caveman2Cosmos/art/cutscene/rodnovery_scene_hin_1024.dds
other,caveman2cosmos,scene hin 1024,cutscene,.dds,,,Art/Caveman2Cosmos/art/cutscene/scene_hin_1024.dds
other,caveman2cosmos,scientology generic found,cutscene,.nif,,,Art/Caveman2Cosmos/art/cutscene/scientology_generic_found.nif
other,caveman2cosmos,scientology paper diffuse,cutscene,.dds,,,Art/Caveman2Cosmos/art/cutscene/scientology_paper_diffuse.dds
other,caveman2cosmos,scientology props diff,cutscene,.dds,,,Art/Caveman2Cosmos/art/cutscene/scientology_props_diff.dds
other,caveman2cosmos,shaman shrine,shaman,.dds,,,Art/Caveman2Cosmos/art/cutscene/shaman/shaman_shrine.dds
other,caveman2cosmos,shaman generic found,cutscene,.nif,,,Art/Caveman2Cosmos/art/cutscene/shaman_generic_found.nif
other,caveman2cosmos,shaman paper diffuse,cutscene,.dds,,,Art/Caveman2Cosmos/art/cutscene/shaman_paper_diffuse.dds
other,caveman2cosmos,shaman scene hin 1024,cutscene,.dds,,,Art/Caveman2Cosmos/art/cutscene/shaman_scene_hin_1024.dds
other,caveman2cosmos,shinto shrine,shinto,.dds,,,Art/Caveman2Cosmos/art/cutscene/shinto/shinto_shrine.dds
other,caveman2cosmos,shinto generic found,cutscene,.nif,,,Art/Caveman2Cosmos/art/cutscene/shinto_generic_found.nif
other,caveman2cosmos,shinto paper diffuse,cutscene,.dds,,,Art/Caveman2Cosmos/art/cutscene/shinto_paper_diffuse.dds
other,caveman2cosmos,sikh generic found,cutscene,.nif,,,Art/Caveman2Cosmos/art/cutscene/sikh_generic_found.nif
other,caveman2cosmos,sikh paper diffuse,cutscene,.dds,,,Art/Caveman2Cosmos/art/cutscene/sikh_paper_diffuse.dds
other,caveman2cosmos,sphinx,cutscene,.dds,,,Art/Caveman2Cosmos/art/cutscene/sphinx.dds
other,caveman2cosmos,sphinx only shadow,cutscene,.dds,,,Art/Caveman2Cosmos/art/cutscene/sphinx_only_shadow.dds
other,caveman2cosmos,temple of artemis 256,cutscene,.dds,,,Art/Caveman2Cosmos/art/cutscene/temple_of_artemis_256.dds
other,caveman2cosmos,temple of artemis shadowplane,cutscene,.dds,,,Art/Caveman2Cosmos/art/cutscene/temple_of_artemis_shadowplane.dds
other,caveman2cosmos,tengri generic found,cutscene,.nif,,,Art/Caveman2Cosmos/art/cutscene/tengri_generic_found.nif
other,caveman2cosmos,tengri paper diffuse,cutscene,.dds,,,Art/Caveman2Cosmos/art/cutscene/tengri_paper_diffuse.dds
other,caveman2cosmos,voodoo shrine,voodoo,.dds,,,Art/Caveman2Cosmos/art/cutscene/voodoo/voodoo_shrine.dds
other,caveman2cosmos,voodoo generic found,cutscene,.nif,,,Art/Caveman2Cosmos/art/cutscene/voodoo_generic_found.nif
other,caveman2cosmos,voodoo paper diffuse,cutscene,.dds,,,Art/Caveman2Cosmos/art/cutscene/voodoo_paper_diffuse.dds
other,caveman2cosmos,voodoo scene hin 1024,cutscene,.dds,,,Art/Caveman2Cosmos/art/cutscene/voodoo_scene_hin_1024.dds
other,caveman2cosmos,yoruba generic found,cutscene,.nif,,,Art/Caveman2Cosmos/art/cutscene/yoruba_generic_found.nif
other,caveman2cosmos,yoruba paper diffuse,cutscene,.dds,,,Art/Caveman2Cosmos/art/cutscene/yoruba_paper_diffuse.dds
other,caveman2cosmos,zeus256,cutscene,.dds,,,Art/Caveman2Cosmos/art/cutscene/zeus256.dds
other,caveman2cosmos,zeus gloss256,cutscene,.dds,,,Art/Caveman2Cosmos/art/cutscene/zeus_gloss256.dds
other,caveman2cosmos,zeus shadow,cutscene,.dds,,,Art/Caveman2Cosmos/art/cutscene/zeus_shadow.dds
other,caveman2cosmos,zoro found,cutscene,.nif,,,Art/Caveman2Cosmos/art/cutscene/zoro_found.nif
other,caveman2cosmos,cyberinsectlab,art,.dds,future,,Art/Caveman2Cosmos/art/cyberinsectlab.dds
other,caveman2cosmos,cyberpunkembassy,art,.dds,future,,Art/Caveman2Cosmos/art/cyberpunkembassy.dds
other,caveman2cosmos,designedanimalshow,art,.dds,,,Art/Caveman2Cosmos/art/designedanimalshow.dds
other,caveman2cosmos,designedanimalzoo,art,.dds,,,Art/Caveman2Cosmos/art/designedanimalzoo.dds
other,caveman2cosmos,dieselpunkembassy,art,.dds,,,Art/Caveman2Cosmos/art/dieselpunkembassy.dds
other,caveman2cosmos,diplomat 256,art,.dds,,,Art/Caveman2Cosmos/art/diplomat_256.dds
other,caveman2cosmos,dirigibleterminal,art,.dds,,,Art/Caveman2Cosmos/art/dirigibleterminal.dds
other,caveman2cosmos,disease,art,.dds,,,Art/Caveman2Cosmos/art/disease/art/disease.dds
other,caveman2cosmos,dreamartist,art,.dds,,,Art/Caveman2Cosmos/art/dreamartist.dds
other,caveman2cosmos,dreampropaganda,art,.dds,,,Art/Caveman2Cosmos/art/dreampropaganda.dds
other,caveman2cosmos,dreamsimulationcenter,art,.dds,,,Art/Caveman2Cosmos/art/dreamsimulationcenter.dds
other,caveman2cosmos,apprenticeship,art,.dds,,,Art/Caveman2Cosmos/art/education/art/apprenticeship.dds
other,caveman2cosmos,mindcontrol,art,.dds,,,Art/Caveman2Cosmos/art/education/art/mindcontrol.dds
other,caveman2cosmos,jav spear1,anim_effects,.nif,,,Art/Caveman2Cosmos/art/effects/anim_effects/jav_spear1.nif
other,caveman2cosmos,jav spear1 light,anim_effects,.dds,,,Art/Caveman2Cosmos/art/effects/anim_effects/jav_spear1_light.dds
other,caveman2cosmos,jav spear2,anim_effects,.nif,,,Art/Caveman2Cosmos/art/effects/anim_effects/jav_spear2.nif
other,caveman2cosmos,jav spear2 dark,anim_effects,.dds,,,Art/Caveman2Cosmos/art/effects/anim_effects/jav_spear2_dark.dds
other,caveman2cosmos,biogas,biogas,.nif,,,Art/Caveman2Cosmos/art/effects/biogas/biogas.nif
other,caveman2cosmos,bolter fire,bolter_fire,.nif,,,Art/Caveman2Cosmos/art/effects/bolter_fire/bolter_fire.nif
