"Type","TypeLine","ShadowLine","Attach","AttachLine","Scale","ScaleLine"
"ART_DEF_UNIT_JOSE_DE_FRANCIA","80666","80676","HorseBip Spine1","80677","1.0","80678"
"ART_DEF_UNIT_MAHSUD_ATTAN","80686","80695","BIP Pelvis","80696","1.0","80697"
"ART_DEF_UNIT_SHER_ALI_KHAN","80705","80715","HorseBip Spine1","80716","1.0","80717"
"ART_DEF_UNIT_PERUVIAN_CONQUISTADOR","80725","80734","HorseBip Spine1","80735","1.0","80736"
"ART_DEF_UNIT_AUGUSTO_LEGUIA","80744","80754","HorseBip Spine1","80755","1.0","80756"
"ART_DEF_UNIT_YAO_CHANG","81152","81161","BIP Pelvis","81162","1.0","81163"
"ART_DEF_UNIT_KANGXI","81256","81266","HorseBip Spine1","81267","1.0","81268"
"ART_DEF_UNIT_KHAGAN_CAVALRY","81354","81363","BIP Pelvis","81364","1.0","81365"
"ART_DEF_UNIT_KUBRAT","81373","81383","BIP Pelvis","81384","1.0","81385"
"ART_DEF_UNIT_STEFAN_RAZVAN","81529","81539","BIP Pelvis","81540","1.0","81541"
"ART_DEF_UNIT_ISMAIL_I","81606","81616","HorseBip Spine1","81617","1.0","81618"
"ART_DEF_UNIT_KANISHKA","81626","81636","HorseBip Spine1","81637","1.0","81638"
"ART_DEF_UNIT_REINDEER_RIDER","81646","81655","BIP Pelvis","81656","1.0","81657"
"ART_DEF_UNIT_SIPAHI","81802","81811","BIP Pelvis","81812","1.0","81813"
"ART_DEF_UNIT_ALP_ARSLAN","81825","81835","BIP Pelvis","81836","1.0","81837"
"ART_DEF_UNIT_FUNJ_CAVALRY","81923","81932","BIP Pelvis","81933","1.0","81934"
"ART_DEF_UNIT_AZAWAD_CAVALRY","82248","82257","BIP Pelvis","82258","1.0","82259"
"ART_DEF_UNIT_ASKIA","82267","82277","BIP Pelvis","82278","1.0","82279"
"ART_DEF_UNIT_MUHAMMAD_AHMAD","82306","82316","HorseBip Spine1","82317","1.0","82318"
"ART_DEF_UNIT_OMUCHTAN","82442","82451","HorseBip Spine1","82452","1.0","82453"
"ART_DEF_UNIT_KATIPUNAN_CAVALRY","82481","82490","HorseBip Spine1","82491","1.0","82492"
"ART_DEF_UNIT_GAOZONG","82637","82647","BIP Pelvis","82648","1.0","82649"
"ART_DEF_UNIT_ZAGON","82875","82884","BIP Pelvis","82885","1.0","82886"
"ART_DEF_UNIT_TUGAY_BEY","82894","82904","HorseBip Spine1","82905","1.0","82906"
"ART_DEF_UNIT_CAO_CAO","83027","83037","BIP Pelvis","83038","1.0","83039"
"ART_DEF_UNIT_HEAVY_TARKHAN","83047","83056","BIP Pelvis","83057","1.0","83058"
"ART_DEF_UNIT_TIMUR","83066","83076","BIP Pelvis","83077","1.0","83078"
"ART_DEF_UNIT_BACTRIAN_CATAPHRACT","83163","83172","BIP Pelvis","83173","1.0","83174"
"ART_DEF_UNIT_GUAYKURU","83202","83211","BIP Pelvis","83212","1.0","83213"
"ART_DEF_UNIT_KHINGILA_WARRIORS","83323","83332","HorseBip Spine1","83333","1.0","83334"
"ART_DEF_UNIT_CHAGATAI_KHAN","83342","83352","BIP Pelvis","83353","1.0","83354"
"ART_DEF_UNIT_ZAPOROZKI_KOZAK","83545","83554","HorseBip Spine1","83555","1.0","83556"
"ART_DEF_UNIT_HERNANDARIAS_REGIMENTO","83584","83593","BIP Pelvis","83594","1.0","83595"
"ART_DEF_UNIT_SHAYBANI","83699","83709","BIP Pelvis","83710","1.0","83711"
"ART_DEF_UNIT_SAUD_CAVALRY","83835","83844","HorseBip Spine1","83845","1.0","83846"
"ART_DEF_UNIT_VLAD_III_DRACULA","83893","83903","BIP Pelvis","83904","1.0","83905"
"ART_DEF_UNIT_VANDAL_PILLAGER","83913","83922","HorseBip Spine1","83923","1.0","83924"
"ART_DEF_UNIT_WARAY_RIDERS","83956","83965","HorseBip Spine1","83966","1.0","83967"
"ART_DEF_UNIT_WAYUU_CAVALRY","84112","84121","HorseBip Spine1","84122","1.0","84123"
"ART_DEF_UNIT_DAREN","84190","84199","BIP Pelvis","84200","1.0","84201"
"ART_DEF_UNIT_ZHUGE_KESHIK","84229","84238","BIP Pelvis","84239","1.0","84240"
"ART_DEF_UNIT_MARHATHEGNOZ","84750","84759","BIP Pelvis","84760","1.0","84761"
"ART_DEF_UNIT_HENRY_THE_LION","84769","84779","BIP Pelvis","84780","1.0","84781"
"ART_DEF_UNIT_MEHARISTS","84789","84798","BIP Pelvis","84799","1.0","84800"
"ART_DEF_UNIT_DE_SUCRE_DRAGOONS","84906","84915","BIP Pelvis","84916","1.0","84917"
"ART_DEF_UNIT_PALADIN","84945","84954","BIP Pelvis","84955","1.0","84956"
"ART_DEF_UNIT_BOYARS","85022","85031","BIP Pelvis","85032","1.0","85033"
"ART_DEF_UNIT_PHILIP_THE_BOLD","85060","85070","BIP Pelvis","85071","1.0","85072"
"ART_DEF_UNIT_AKSUM_MERCHANTS","85294","85303","HorseBip Spine1","85304","1.0","85305"
"ART_DEF_UNIT_ASVARAN_SARDAR","85623","85632","BIP Pelvis","85633","1.0","85634"
"ART_DEF_UNIT_MINGBURNU","85642","85652","HorseBip Spine1","85653","1.0","85654"
"ART_DEF_UNIT_OILAT_KESHIK","85974","85983","BIP Pelvis","85984","1.0","85985"
"ART_DEF_UNIT_SERU_EPENISA_CAKOBAU","86245","86255","HorseBip Spine1","86256","1.0","86257"
"ART_DEF_UNIT_BRABANT_MERCENARIES","86304","86313","BIP Pelvis","86314","1.0","86315"
"ART_DEF_UNIT_GAUCHO_CAVALRY","86475","86484","HorseBip Spine1","86485","1.0","86486"
"ART_DEF_UNIT_JUAN_MANUEL_DE_ROSAS","86494","86504","HorseBip Spine1","86505","1.0","86506"
"ART_DEF_UNIT_MONASPA_GUARD","86514","86523","HorseBip Spine1","86524","1.0","86525"
"ART_DEF_UNIT_VAKHTANG_VI","86533","86543","BIP Pelvis","86544","1.0","86545"
"ART_DEF_UNIT_ALA_AL_DIN_HUSAYN","86611","86621","BIP Pelvis","86622","1.0","86623"
"ART_DEF_UNIT_CHAPUL","86670","86679","BIP Pelvis","86680","1.0","86681"
"ART_DEF_UNIT_BATU_KHAN","86689","86699","BIP Pelvis","86700","1.0","86701"
"ART_DEF_UNIT_ASHINA_JIESHESHUAI","86728","86738","BIP Pelvis","86739","1.0","86740"
"ART_DEF_UNIT_ALVARADO_CAVALRY","86865","86874","HorseBip Spine1","86875","1.0","86876"
"ART_DEF_UNIT_MYRH_CARAVAN","87040","87049","HorseBip Spine1","87050","1.0","87051"
"ART_DEF_UNIT_BATYRS","87905","87914","HorseBip Spine1","87915","1.0","87916"
"ART_DEF_UNIT_BULAN","87979","87989","BIP Pelvis","87990","1.0","87991"
"ART_DEF_UNIT_ABAOJI","88018","88028","HorseBip Spine1","88029","1.0","88030"
